vacancy_name,gender,age,city,skills,experience,last_job,resume_url
Management Consultant,Male,28,Moscow,"Operational Consulting,Strategic And Efficient Planning,Project management,International Marketing,Private Banking,Business English,Strategy Consulting","Work experience ,4, ,years, ,2, ,months",KPMG (Москва),https://hh.ru/resume/eb7cd41a0003663e470039ed1f62593931724e?hhtmFrom=resume_search_result&query=Data
Trade marketing manager,Female,38,Moscow,,"Work experience ,17, ,years, ,5, ,months",Moёt Hennessy Russia,https://hh.ru/resume/0de152670002b746f30039ed1f586167524f63?hhtmFrom=resume_search_result&query=Data
CMO / Digital / Account head,Мужчина,31,Москва,"Руководство коллективом,Участие в Тендерах,Подготовка презентаций на иностранном языке,Digital Marketing,Интернет маркетинг,Разработка маркетинговой стратегии,Управление проектами,Публичные выступления,SEO,SEA,RTB,OLV,ORM,SERM,WEB аналитика,Email маркетинг,CPA сети,SMM,Маркетинговые исследования,Маркетинговые коммуникации,Бренд-менеджмент,WEB разработка,Запуск новых продуктов,Стратегический маркетинг,Account Management,Формирование бюджета,Управление качеством,Подготовка презентаций","Опыт работы ,11, ,лет, ,7, ,месяцев",ARTOX media,https://hh.ru/resume/b79fc42500073940f10039ed1f466162316d32?hhtmFrom=resume_search_result&query=Data
"Разработчик QlikView, Qlik Sense",Мужчина,56,Москва,,"Опыт работы ,10, ,лет, ,11, ,месяцев",,https://hh.ru/resume/66373af70000d34fe70039ed1f763858727536?hhtmFrom=resume_search_result&query=Data
"Senior Database Administrator, Information Systems Analyst",Male,37,Novorossiysk,"MS SQL Server,Java,JavaScript,Transact-SQL,Python,Power BI,PowerShell,Maximo,SVN,XML,MS SQL,Always ON,SQL,Birt,MS Report Server,Maximo Asset Management,Maximo 7,Oracle Pl/SQL,Администрирование,Базы данных,Java SE,Java EE,Jython,системы высокой доступности,Аудит MS SQL,Работа с базами данных,Аналитическое мышление,SQL Server","Work experience ,15, ,years",,https://hh.ru/resume/b6057b000007ad9e520039ed1f6f6658557a41?hhtmFrom=resume_search_result&query=Data
Credit manager,Female,24,France,"MS Visual Basic,Business Analysis,Analytical skills,My SAP ERP,Stata,Communication skills,Client management,Presentation skills,Reporting","Work experience ,1, ,year, ,9, ,months",,https://hh.ru/resume/8483ed6e0007b47b730039ed1f394634443049?hhtmFrom=resume_search_result&query=Data
Финансовый директор,Мужчина,39,Москва,"Бюджетирование,Управление рисками,Due Diligence,Оптимизация налогообложения,Управленческая отчетность,Финансовый анализ,Финансовый контроль,Внутренний аудит,Управленческий учет,Финансовое планирование,Оптимизация бизнес-процессов,Финансовое моделирование,Управление проектами,Финансовый менеджмент,Управление затратами,Внутренний контроль,Планирование,Аудит,Бизнес-анализ,Риск-менеджмент,Работа с проблемными активами,Сопровождение сделок,Антикризисное управление","Опыт работы ,15, ,лет, ,4, ,месяца",АНК Башнефть,https://hh.ru/resume/b40d9e4e00025c88300039ed1f717742704936?hhtmFrom=resume_search_result&query=Data
T&D project manager / lead,Женщина,32,Москва,"Управление талантами,Обучение и развитие,Управление проектами,Оценка персонала,Создание образовательных программ","Опыт работы ,9, ,лет, ,10, ,месяцев",Raiffeisenbank,https://hh.ru/resume/b085e222000123c8d90039ed1f443272797068?hhtmFrom=resume_search_result&query=Data
Разработчик Oracle PL/SQL,Мужчина,35,Москва,"ORACLE,Oracle Pl/SQL,SQL,Toad,PL/SQL Developer,MS Visual Studio,C++,ООП,Intellij IDEA,Selenium Web Driver,Git,SVN,Atlassian Jira,Atlassian Confluence,Тестирование,LoadRunner","Опыт работы ,6, ,лет, ,1, ,месяц","СОЮЗ, Акционерный Коммерческий Банк",https://hh.ru/resume/dc8412f7000395e88b0039ed1f5a58504f6c50?hhtmFrom=resume_search_result&query=Data
Менеджер по работе с партнерами,Женщина,25,Москва,"Business Development,Analytical skills,Negotiation skills,Team management,Time management,Business English,Leadership Skills,Teamplayer,CRM,Channel Partner Development","Опыт работы ,4, ,года, ,6, ,месяцев",Ericsson,https://hh.ru/resume/bd83cde80004585f980039ed1f4e5a6c496550?hhtmFrom=resume_search_result&query=Data
Функциональный архитектор,Женщина,54,Москва,"Разработка ПО,Управление проектами,Обучение персонала,ERP Systems,Python,ITIL,ITSM,Информационная безопасность,Постановка задач разработчикам,MS Office,MS SQL,Embarcadero Delphi,Разработка технических заданий,MS Project,AllFusion ERwin Data Modeler,Cистемы управления базами данных,Linux,Active Directory,MATLAB,Diasoft,Разработка системы ДБО для юрлиц и физлиц (система ""Альба Линк""),Code review,Microsoft Windows Server,Разработка и внедрение политик и процедур,MS Visio,ERP,ORACLE,Octave,Navision Attain","Опыт работы ,23, ,года, ,2, ,месяца","Российская академия народного хозяйства и государственной службы при Президенте РФ, Москва",https://hh.ru/resume/30e459d600053fd0360039ed1f5a70526e7a41?hhtmFrom=resume_search_result&query=Data
